id,start_x,start_y,start_theta,start_k,goal_x,goal_y,goal_theta,goal_k,baseline_success,baseline_time,baseline_params,baseline_steps,proposed_success,proposed_time,proposed_params,proposed_steps
51,0.0,0.0,0.0,0.5,1.0,0.0,1.0471975511965974,0.0,True,0.06761884689331055,"-22.788204031480436,66.04554979296994,-41.07229013735021,1.123946396121179",41,True,0.06919312477111816,"-0.9365770449750095,3.231862200897589,0.1178521287206528",45
52,0.0,0.0,0.0,0.5,1.0,0.0,1.5707963267948966,0.0,True,0.10389018058776855,"-23.61737870481052,60.65341029659401,-32.97877924638621,1.2951865101733326",47,True,0.09417247772216797,"-1.048824719436878,4.097420915337297,0.2591248141531771",49
53,0.0,0.0,0.0,0.5,1.0,0.0,2.094395102393195,0.0,True,0.12801671028137207,"-20.07301098213347,43.766698049196485,-20.02637483166757,1.5483314940174189",55,True,0.10542440414428711,"-0.9571513344070083,4.387032448489788,0.43621253738126115",52
54,0.0,0.0,0.0,0.5,1.0,0.0,2.617993877991494,0.0,True,0.1512138843536377,"-15.308307653593003,28.12143058392637,-10.745402373804223,1.8672208021807442",63,True,0.1106104850769043,"-0.7280534846187908,4.295430916511821,0.6225983425532066",54
55,0.0,0.0,0.0,0.5,1.0,0.0,-3.141592653589793,0.0,True,0.1750965118408203,"5.920664780556613,-11.217766708648721,3.6544358077307733,2.3573159147172085",71,True,0.11569356918334961,"0.0025730184112688842,-3.7212333307498593,0.8554180066673214",56
56,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,True,0.038538217544555664,"-2.961375745693567,2.9723404158930453,-0.010502504499610333,0.9998423830227418",40,True,0.025159358978271484,"-0.15699355060792572,-0.15696481953135302,0.00038458044687807635",27
57,0.0,0.0,0.0,0.5,1.0,0.0,0.5235987755982987,0.5,True,0.03149914741516113,"-14.322626511217893,42.095374003626574,-27.453697336463566,1.0237743271478927",32,True,0.03522181510925293,"-0.6006466027130007,1.6082217686008342,0.024939403549687638",37
58,0.0,0.0,0.0,0.5,1.0,0.0,1.0471975511965974,0.5,True,0.05034184455871582,"-21.877699804987465,63.142295246846444,-39.06235405078249,1.1135333307957875",40,True,0.05354452133178711,"-0.9292328431503056,3.0798711222280737,0.10860802148760958",44
59,0.0,0.0,0.0,0.5,1.0,0.0,1.5707963267948966,0.5,True,0.09776735305786133,"-23.27542760083624,60.16464564653127,-32.88046514703715,1.2742467566098767",45,True,0.09160089492797852,"-1.0563644606198268,3.988617412727471,0.243235508485881",48
60,0.0,0.0,0.0,0.5,1.0,0.0,2.094395102393195,0.5,True,0.12169361114501953,"-20.22943086554703,44.79825030148023,-20.78584746159625,1.5109452270305248",52,True,0.1029806137084961,"-0.9827562054265484,4.332026487805382,0.41225841995445744",51
61,0.0,0.0,0.0,0.5,1.0,0.0,2.617993877991494,0.5,True,0.14029431343078613,"-15.746040049364302,29.602923370862722,-11.556076955961696,1.807665485491481",60,True,0.10604238510131836,"-0.770997388283501,4.292964914294145,0.5903702585678046",53
62,0.0,0.0,0.0,0.5,1.0,0.0,-3.141592653589793,0.5,True,0.1807537078857422,"5.35649386450627,-9.825558534648383,3.0767543901230843,2.4953724643060635",73,True,0.11617136001586914,"-0.06789674655427706,-3.6220564603403225,0.9119451002397626",56
63,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,True,0.04049873352050781,"-1.4855615495945214,-2.946023865031585,4.9201826200325085,1.0007324037571994",42,True,0.027977705001831055,"-0.14191599371241917,-0.33691476632581463,0.0011189193675431675",30
64,0.0,0.0,0.0,0.5,1.0,0.0,0.5235987755982987,1.0,True,0.03843808174133301,"-13.223938584075857,37.557216797534146,-23.63048771556691,1.021624877748886",40,True,0.03260064125061035,"-0.582181875362606,1.4271197007423888,0.021291474599078566",35
65,0.0,0.0,0.0,0.5,1.0,0.0,1.0471975511965974,1.0,True,0.05251455307006836,"-20.994369660414034,60.11202220243859,-36.83279515226238,1.1054194823288577",44,True,0.04977893829345703,"-0.9216688473641771,2.9279538869584694,0.10023533153249335",44
66,0.0,0.0,0.0,0.5,1.0,0.0,1.5707963267948966,1.0,True,0.10004377365112305,"-22.862268417375358,59.302972671099745,-32.46663722318466,1.2564284460309183",46,True,0.09011554718017578,"-1.062411846404615,3.8764574317995004,0.2287466004541252",48
67,0.0,0.0,0.0,0.5,1.0,0.0,2.094395102393195,1.0,True,0.1127772331237793,"-20.307529917652026,45.58133473690003,-21.39568320233964,1.4769046960628909",49,True,0.10245776176452637,"-1.0054456143170947,4.269653171519083,0.39046843695433314",51
68,0.0,0.0,0.0,0.5,1.0,0.0,2.617993877991494,1.0,True,0.13969850540161133,"-16.10393000819501,30.8930309386296,-12.280606381276911,1.7549337235287399",58,True,0.10869479179382324,"-0.8097526956289389,4.279601301025345,0.5611713147916508",53
69,0.0,0.0,0.0,0.5,1.0,0.0,-3.141592653589793,1.0,True,0.18579506874084473,"4.689521609515648,-8.290321935970189,2.4718355891782635,2.6716625329380346",75,True,0.11679863929748535,"-0.14834067118343108,-3.488192975129906,0.9797126868146372",56
70,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,True,0.05044293403625488,"-11.964074787489634,29.911372617944487,-19.93810029204408,1.0001302303044108",53,True,0.020987749099731445,"-0.3713734398841406,0.3713734398841974,0.0001854411345736207",23
71,0.0,0.0,0.0,1.0,1.0,0.0,0.5235987755982987,-1.0,True,0.05036592483520508,"-22.982690967565826,66.44339284174335,-44.450633039059085,1.0384083612200214",52,True,0.03667593002319336,"-0.831834256708415,2.1553493674646056,0.03701593474459183",39
72,0.0,0.0,0.0,1.0,1.0,0.0,1.0471975511965974,-1.0,True,0.10834121704101562,"-28.594384304158556,78.61161039427736,-48.1457424321449,1.1460651948787077",52,True,0.08251166343688965,"-1.1362368363398694,3.5561379148235472,0.1354435334137845",46
73,0.0,0.0,0.0,1.0,1.0,0.0,1.5707963267948966,-1.0,True,0.12492990493774414,"-27.723667917763965,66.75662627821347,-35.264542906630915,1.336363208501998",55,True,0.09384512901306152,"-1.222609846550201,4.344424706046871,0.2884089761981311",49
74,0.0,0.0,0.0,1.0,1.0,0.0,2.094395102393195,-1.0,True,0.14603519439697266,"-22.73769695554874,45.761131697234774,-20.060917089876053,1.618851224692316",62,True,0.10792040824890137,"-1.0999380939629109,4.544149694446532,0.47938188360134004",52
75,0.0,0.0,0.0,1.0,1.0,0.0,2.617993877991494,-1.0,True,0.16338109970092773,"-17.08780762551874,28.52283464991226,-10.32577429805155,1.9731365645883756",67,True,0.11327600479125977,"-0.8421881151248785,4.377492370062733,0.6772214591746419",54
76,0.0,0.0,0.0,1.0,1.0,0.0,-3.141592653589793,-1.0,True,0.17425823211669922,"4.139717231313968,-10.255022223580655,3.596324494472886,2.2195780258535063",71,True,0.1162257194519043,"-0.09116470198924975,-3.6805247196681443,0.7954495257517648",56
77,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.5,True,0.04962635040283203,"-10.46688066797862,23.93916086265936,-14.967023506231047,0.9997554104986899",51,True,0.023532390594482422,"-0.36102976019540817,0.2063268546600966,9.028023380380543e-05",25
78,0.0,0.0,0.0,1.0,1.0,0.0,0.5235987755982987,-0.5,True,0.04865884780883789,"-21.706485081344738,61.696738298077534,-40.7310840502305,1.0333011107427985",50,True,0.03567385673522949,"-0.8154249641517425,1.9789935799155023,0.03230067346611117",38
79,0.0,0.0,0.0,1.0,1.0,0.0,1.0471975511965974,-0.5,True,0.09998965263366699,"-27.815927680864814,76.36941441572036,-46.74283679063924,1.1337828525509053",49,True,0.07870769500732422,"-1.1302399606621691,3.4078435221229464,0.12506524646171563",45
80,0.0,0.0,0.0,1.0,1.0,0.0,1.5707963267948966,-0.5,True,0.12051606178283691,"-27.5726475483558,66.98820761508627,-35.69333680119344,1.3124611061440876",53,True,0.09719562530517578,"-1.2330240261623717,4.244010203146136,0.2708954462181202",49
81,0.0,0.0,0.0,1.0,1.0,0.0,2.094395102393195,-0.5,True,0.13857793807983398,"-23.106308684925843,47.405284109822745,-21.164848200369292,1.5750876724874963",59,True,0.10629820823669434,"-1.1300153913910196,4.501521086805651,0.4525796096317251",52
82,0.0,0.0,0.0,1.0,1.0,0.0,2.617993877991494,-0.5,True,0.15449786186218262,"-17.724368755149268,30.43014546695281,-11.314194338111827,1.902585504355188",65,True,0.10860753059387207,"-0.8912027628144968,4.389985923788861,0.6411408681956156",54
83,0.0,0.0,0.0,1.0,1.0,0.0,-3.141592653589793,-0.5,True,0.17162084579467773,"3.770610212799476,-9.194450665861792,3.1300347806006776,2.332396915703689",72,True,0.11017751693725586,"-0.15179251494557405,-3.6048637180355136,0.8447759972017334",56
84,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0.04601144790649414,"-8.96679832706229,17.954054818707426,-9.982225154455152,0.9997274588573952",49,True,0.025563478469848633,"-0.35103628470915177,0.03514102889020966,0.00035261792734231855",28
85,0.0,0.0,0.0,1.0,1.0,0.0,0.5235987755982987,0.0,True,0.04530048370361328,"-20.391216291672077,56.76079536406697,-36.82311941623748,1.0285346762470107",47,True,0.03461885452270508,"-0.7985437747974828,1.801949505825092,0.028058701552526464",37
86,0.0,0.0,0.0,1.0,1.0,0.0,1.0471975511965974,0.0,True,0.08826518058776855,"-26.97542014366498,73.83211888701112,-45.071724397842786,1.1223145413156024",46,True,0.07328438758850098,"-1.1232214526584392,3.2569982211948494,0.11542446854953807",44
87,0.0,0.0,0.0,1.0,1.0,0.0,1.5707963267948966,0.0,True,0.1093142032623291,"-27.341772264788453,66.91762890551587,-35.901993111626915,1.2902605324897214",50,True,0.09317994117736816,"-1.2416188376798547,4.138634878914627,0.25466382136241367",49
88,0.0,0.0,0.0,1.0,1.0,0.0,2.094395102393195,0.0,True,0.1337282657623291,"-23.377685462455876,48.760659769763166,-22.109015660364403,1.536129148482254",57,True,0.10404157638549805,"-1.1571500918041508,4.450177983721681,0.4276517863147677",51
89,0.0,0.0,0.0,1.0,1.0,0.0,2.617993877991494,0.0,True,0.1531827449798584,"-18.272754537245905,32.15726376320748,-12.236628589926546,1.8405350603337232",63,True,0.1109611988067627,"-0.9361032699660631,4.390785384164651,0.6079789464003011",53
90,0.0,0.0,0.0,1.0,1.0,0.0,-3.141592653589793,0.0,True,0.1833782196044922,"3.320885289147248,-7.992890000005178,2.6229440431552304,2.472264630624344",74,True,0.11635208129882812,"-0.21962440019700052,-3.501992196895495,0.902554095691323",56
91,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,True,0.04553532600402832,"-7.466377264969203,11.972923509411128,-5.002956520295941,1.0000317914917236",47,True,0.029056310653686523,"-0.33848078604077286,-0.1424637600580755,0.000970124154731993",31
92,0.0,0.0,0.0,1.0,1.0,0.0,0.5235987755982987,0.5,True,0.04281044006347656,"-19.04457916406258,51.66333256365179,-32.749090549812486,1.0241361429026132",44,True,0.03261423110961914,"-0.7793347822826525,1.620473194461681,0.024125189483116573",35
93,0.0,0.0,0.0,1.0,1.0,0.0,1.0471975511965974,0.5,True,0.055635929107666016,"-26.049809847899226,71.0022100462293,-43.16981138189009,1.1107178873412924",41,True,0.05666399002075195,"-1.1160849340467258,3.1062170915842997,0.10670571376531103",44
94,0.0,0.0,0.0,1.0,1.0,0.0,1.5707963267948966,0.5,True,0.09991645812988281,"-27.035709300898276,66.57442912881697,-35.91183417736565,1.2691989829757615",46,True,0.09076046943664551,"-1.2483597007921476,4.027693104179428,0.23928013277699806",48
95,0.0,0.0,0.0,1.0,1.0,0.0,2.094395102393195,0.5,True,0.12734436988830566,"-23.567009517580544,49.87131427901622,-22.913701811571972,1.500617415381244",54,True,0.10358071327209473,"-1.1812202271470416,4.391076082810348,0.4050156773911353",51
96,0.0,0.0,0.0,1.0,1.0,0.0,2.617993877991494,0.5,True,0.1475522518157959,"-18.739562361250208,33.70417136065024,-13.085186616252091,1.7854046870351934",61,True,0.10953903198242188,"-0.9766089774147352,4.380481327543983,0.5779321462835296",53
97,0.0,0.0,0.0,1.0,1.0,0.0,-3.141592653589793,0.5,True,0.1877918243408203,"2.7736821530749,-6.637757317994464,2.079851093652788,2.6543167338929976",76,True,0.11726045608520508,"-0.29720181373117754,-3.3604785388282132,0.9729903390549576",56
98,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,True,0.04470562934875488,"-5.970124175481165,6.00902398504586,-0.043728040399998516,1.0008245245255636",46,True,0.03097844123840332,"-0.32312015306905045,-0.32298861017153446,0.0019317496018188733",33
99,0.0,0.0,0.0,1.0,1.0,0.0,0.5235987755982987,1.0,True,0.04056811332702637,"-17.682157455786314,46.444528995007154,-28.534931167719606,1.0202767908421806",42,True,0.03200888633728027,"-0.7613838471773833,1.4424404761075382,0.020776175899409718",34
100,0.0,0.0,0.0,1.0,1.0,0.0,1.0471975511965974,1.0,True,0.050249338150024414,"-25.080255479923512,67.9049474767943,-41.00003376432826,1.1002528941641159",38,True,0.054911136627197266,"-1.1073176788685895,2.950967792898766,0.0983847710492667",43
101,0.0,0.0,0.0,1.0,1.0,0.0,1.5707963267948966,1.0,True,0.09238862991333008,"-26.65572002267789,65.95965316793094,-35.719028790152365,1.2491498557128038",42,True,0.09215235710144043,"-1.2537741769597206,3.913607649036436,0.2252416289183848",48
102,0.0,0.0,0.0,1.0,1.0,0.0,2.094395102393195,1.0,True,0.11661458015441895,"-23.67740489806455,50.73362394728396,-23.568597975526533,1.4681800152727105",51,True,0.10030436515808105,"-1.2028204973461918,4.325089125788247,0.38405154685440956",51
103,0.0,0.0,0.0,1.0,1.0,0.0,2.617993877991494,1.0,True,0.14227843284606934,"-19.13037665984407,35.071300791837466,-13.852983164686595,1.7359960489335478",59,True,0.10924720764160156,"-1.0136963499120648,4.360801747020542,0.5502500324046697",53
104,0.0,0.0,0.0,1.0,1.0,0.0,-3.141592653589793,1.0,True,0.19545698165893555,"2.0885750135771453,-5.08148427764031,1.4971159932310099,2.914927596974324",79,True,0.11771726608276367,"-0.3896185540702664,-3.1556932484253797,1.0654539324158723",56
105,0.0,0.0,0.0,0.0,0.9510565162951535,0.3090169943749474,0.3141592653589793,-1.0,True,0.04468965530395508,"7.970141312629268,-17.10459001661074,8.16379849213284,1.0130514807830313",46,True,0.037925004959106445,"1.0489486949255558,0.09482152325450754,0.012305508027218769",40
